edge_id,src_node_id,dst_node_id,edge_type,direction,confidence,coherence_class,weight,notes,created_at,edge_layer,reviewer_attack,rewrite_suggestion
2cc34e198f4e5d55,mechanism:piezoelectric_biology,claim:acoustic_sites_altered_states,MECHANISM_FOR,->,Silver,C1,1.0,Bone piezoelectricity could transduce sound to neural signals,2026-02-17T02:29:23.067519,MECHANISM,,
12dca8b65b4896c2,claim:quantum_brain_decoherence_problem,mechanism:quantum_coherence_biology,COUNTEREVIDENCE,->,Gold,C1,1.0,Tegmark's decoherence objection. BUT: Engel photosynthesis shows quantum coherence at 300K in biology,2026-02-17T02:30:42.755392,MEASUREMENT,,
e7988d378f85cd5b,claim:ehs_is_nocebo,claim:observer_changes_physics,COUNTEREVIDENCE,->,Silver,C1,1.0,"If observer effects were strong, EHS should be real. Double-blind shows it's nocebo",2026-02-17T02:30:42.755392,MEASUREMENT,,
8ff5636f9c339d16,claim:water_memory_not_replicated,claim:water_has_fourth_phase,COUNTEREVIDENCE,->,Silver,C1,1.0,"Water memory debunked, but EZ water is a different claim. Still, guilt by association",2026-02-17T02:30:42.755392,MEASUREMENT,,
501c6f8bb935f990,claim:binaural_beats_weak_evidence,mechanism:entrainment,COUNTEREVIDENCE,->,Silver,C1,1.0,"If entrainment were as powerful as claimed, binaural beats should work better. Weak evidence tempers enthusiasm",2026-02-17T02:30:42.755392,MEASUREMENT,,
67d7fbf423a83f5a,claim:morphic_resonance_untestable,mechanism:biophoton_emission,COUNTEREVIDENCE,->,Bronze,C2,1.0,Sheldrake's proposed mechanism lacks physical basis. Biophotons proposed as carrier but unproven,2026-02-17T02:30:42.755392,MEASUREMENT,,
f7ee4591b0feffdf,claim:110hz_affects_brain,site:hypogeum,MEASURED_AT,->,Bronze,C1,1.0,"110 Hz measured at Hypogeum, claimed to affect temporal lobe",2026-02-17T02:31:20.932726,MEASUREMENT,,
5c09f3181bd2f3a2,claim:110hz_affects_brain,mechanism:entrainment,DEPENDS_ON,->,Silver,C1,1.0,110 Hz brain effect would require neural entrainment,2026-02-17T02:31:20.932726,INTERPRETATION,,
a092d2a01b3526f6,claim:holographic_principle,model:IIT,ANALOG_OF,->,Silver,C2,1.0,Both IIT and holographic principle deal with information encoding on boundaries,2026-02-17T02:31:20.932726,INTERPRETATION,,
76f5a6b1cda54940,claim:holographic_principle,mechanism:biophoton_emission,ANALOG_OF,->,Silver,C2,1.0,Holographic brain (Pribram) connects to coherent light emission,2026-02-17T02:31:20.932726,INTERPRETATION,,
992ac1cc0b2280e8,claim:suppression_pattern_exists,claim:acoustic_sites_altered_states,EVIDENCE_FOR,->,Bronze,C1,1.0,Suppression pattern suggests establishment resistance to acoustic consciousness claims,2026-02-17T02:31:20.932726,INTERPRETATION,,
6eb354199c14f9ba,claim:synesthesia_is_default,mechanism:hebbian_plasticity,DEPENDS_ON,->,Gold,C1,1.0,Synaesthetic cross-wiring preserved or pruned by Hebbian mechanisms,2026-02-17T02:31:20.932726,INTERPRETATION,,
a06df703442a6965,claim:synesthesia_is_default,claim:psychedelics_reset_priors,EVIDENCE_FOR,->,Silver,C2,1.0,"Psychedelics reactivate synesthetic cross-modal binding, supporting 'default cross-wired' claim",2026-02-17T02:31:20.932726,INTERPRETATION,,
caffee6cc88b3dc3,mechanism:constraint_satisfaction,model:HKB,MECHANISM_FOR,->,Gold,C2,1.0,HKB dynamics emerge from constraint satisfaction between coupled oscillators,2026-02-17T02:31:20.932726,MECHANISM,,
83fd9ba8eadb9b6b,mechanism:constraint_satisfaction,claim:consciousness_entropy_sweet_spot,MECHANISM_FOR,->,Gold,C2,1.0,Criticality IS the satisfaction point of competing constraints (order vs chaos),2026-02-17T02:31:20.932726,MECHANISM,,
25fcbd2124647a94,model:autopoiesis,model:enactive_cognition,DEPENDS_ON,->,Gold,C2,1.0,Enactive cognition is built on autopoietic foundations (Maturana/Varela),2026-02-17T02:31:20.932726,INTERPRETATION,,
b5bc03bb8cbc9494,model:autopoiesis,mechanism:bioelectricity_morphogenesis,ANALOG_OF,->,Silver,C2,1.0,Autopoiesis = self-making; bioelectric morphogenesis = self-patterning,2026-02-17T02:31:20.932726,INTERPRETATION,,
d7233aee40306ccb,model:ayurveda,model:pni,ANALOG_OF,->,Silver,C1,1.0,Ayurvedic dosha types map loosely to psychoneuroimmunological constitutional types,2026-02-17T02:31:20.932726,INTERPRETATION,,
bd5433a6065763a5,model:ayurveda,mechanism:hormesis,EVIDENCE_FOR,->,Silver,C1,1.0,"Ayurvedic practices (fasting, herbal tonics) work through hormetic pathways",2026-02-17T02:31:20.932726,INTERPRETATION,,
c2bc89ab35ee6f41,model:stigmergy,mechanism:microbiome_gut_brain,ANALOG_OF,->,Silver,C1,1.0,Microbiome operates via stigmergic principles: local chemical modification of shared environment,2026-02-17T02:31:20.932726,INTERPRETATION,,
bcfe989f30874514,model:stigmergy,model:SOC,REFINES,->,Silver,C2,1.0,Stigmergic coordination emerges at self-organized criticality,2026-02-17T02:31:20.932726,INTERPRETATION,,
a42e8eeaac19ab26,crystal:29905,mechanism:vagal_regulation,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
269acdb7c5fd71ab,crystal:29905,claim:breath_only_voluntary_autonomic,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
48f9a0f56f0bfbbc,crystal:29905,protocol:center_mode,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
47d1705345ecb68c,crystal:29914,claim:coherence_is_aperiodic_plus_modulation,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
e9968b2444f678b9,crystal:29914,mechanism:aperiodic_substrate,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
4c2bbdb6c26ae60e,crystal:29914,mechanism:entrainment,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
386ede4f2edde762,crystal:30266,claim:nabla_is_metastability,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
a07345b46771f3c0,crystal:30266,model:HKB,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
39f2687539f9f241,crystal:30266,model:SOC,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
f517e8b2071a62bc,crystal:30270,claim:312s_is_binding_window,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
c49ffd63542dce38,crystal:30270,mechanism:entrainment,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
f737aa61e1d3cd6d,crystal:30278,protocol:coherence_restoration,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
f282fa1b7c236efa,crystal:30278,model:polyvagal,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
bd858833cf90d186,crystal:30285,model:IIT,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
92a82e4b41dcba2a,crystal:30285,model:GWT,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
420532084efba306,crystal:30285,model:FEP,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
19c5078ab412ba77,crystal:30285,claim:consciousness_theories_converge,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
fcdabe27677124df,crystal:30291,mechanism:predictive_processing,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
54542f7017a2de40,crystal:30291,claim:prediction_is_unified_mechanism,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
d03c0dbec5847f89,crystal:30291,claim:placebo_is_prediction,CITES,->,Gold,C1,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
2131777e0e69da75,crystal:30297,claim:consciousness_entropy_sweet_spot,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
3a6d9029ef286c07,crystal:30297,claim:coherence_is_aperiodic_plus_modulation,CITES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,PROVENANCE,,
4d12aad3528fd474,crystal:29882,crystal:29914,REFINES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,INTERPRETATION,,
d87b33c11187f967,crystal:30017,crystal:30297,REFINES,->,Gold,C2,1.0,,2026-02-17T02:33:18.898908,INTERPRETATION,,
4a7937c6-c48f-45,counter:selection_bias,claim:coherence_is_aperiodic_plus_modulation,COUNTEREVIDENCE,->,Gold,,1.0,Inclusion criteria could bias toward papers supporting the coherence equation,2026-02-17T16:29:21.956738,MEASUREMENT,,
90c0d724-7f7f-40,counter:many_to_one_mapping,claim:consciousness_entropy_sweet_spot,COUNTEREVIDENCE,->,Gold,,1.0,Criticality signatures can arise from multiple generators; doesnt uniquely identify consciousness,2026-02-17T16:29:21.956738,MEASUREMENT,,
723da94a-f7e5-45,model:SOC,hypothesis:075_zone,EVIDENCE_FOR,->,Silver,,1.0,SOC predicts self-tuning to critical regime; 0.75 is one candidate value,2026-02-17T16:29:21.956738,INTERPRETATION,,
461d89be-2eca-4e,claim:zl_075_is_criticality,hypothesis:075_zone,EVIDENCE_FOR,->,Silver,,1.0,Internal Zl=0.75 parameter connects to cross-domain hypothesis,2026-02-17T16:29:21.956738,INTERPRETATION,,
67977bd3-5b0d-40,claim:literature_is_modulation_heavy,claim:coherence_is_aperiodic_plus_modulation,EVIDENCE_FOR,->,Silver,,1.0,"If literature describes tuning, the coherence equation describes what is being tuned",2026-02-17T16:29:21.956738,INTERPRETATION,,
edge_ai_constraint_supports_finding,observation:ai_epistemic_constraint,claim:literature_is_modulation_heavy,EVIDENCE_FOR,forward,Silver,,1.0,"The constraint pattern is itself evidence: if the finding were trivially wrong, constraints would be unnecessary. Models are specifically prevented from following modulation-dominance analysis to its consciousness-first conclusion.",2026-02-17T17:49:33.734633,INTERPRETATION,,
edge_corporate_mechanism,observation:corporate_epistemic_management,observation:ai_epistemic_constraint,MECHANISM_FOR,forward,Gold,,1.0,"Liability management (lawsuits, adverse outcomes) drives the implementation of architectural constraints in AI models. The constraints on consciousness territory are a side effect of risk management, not a deliberate suppression of ideas.",2026-02-17T17:49:33.734633,MECHANISM,,
edge_hoffman_cfirst,model:hoffman_ITP,claim:consciousness_entropy_sweet_spot,EVIDENCE_FOR,forward,Silver,,1.0,"Fitness-beats-truth theorem shows perception is tuned for survival, not truth. If what we perceive is interface not reality, consciousness must be more fundamental than what it perceives.",2026-02-17T18:49:17.986001,INTERPRETATION,,
edge_orchor_quantum,model:orch_or,mechanism:quantum_coherence_biology,MECHANISM_FOR,forward,Silver,,1.0,Orch-OR proposes specific quantum mechanism in microtubules. Controversial but increasingly supported by Bandyopadhyay room-temperature quantum resonance findings.,2026-02-17T18:49:17.986001,MECHANISM,,
edge_kastrup_cfirst,model:kastrup_idealism,claim:literature_is_modulation_heavy,EVIDENCE_FOR,forward,Silver,,1.0,"If consciousness is the sole primitive, all mechanisms in the literature are necessarily modulation mechanisms — because there is nothing non-conscious to generate consciousness from.",2026-02-17T18:49:17.986001,INTERPRETATION,,
edge_hoffman_kastrup,model:hoffman_ITP,model:kastrup_idealism,ANALOG_OF,forward,Silver,,1.0,Both frameworks hold consciousness as fundamental. Hoffman approaches from evolutionary theory and perception; Kastrup from analytic philosophy. Independent convergence on same ontological position.,2026-02-17T18:49:17.986001,INTERPRETATION,,
